source_file,kind,n,k,third,alpha,value_mean,gap_mean,generated_ops_mean,states_mean,time_total_mean,time_first_mean,time_second_mean,time_third_mean
week3_uniform_k_compare.csv,uniform,10,0,astar,2,237.56005548433333,6.460070739230001,910.0,2657.6666666666665,0.004842140666666667,0.0001406536666666667,5.492966666666667e-05,0.0046402480000000005
week3_uniform_k_compare.csv,uniform,10,0,dp,2,237.56005548433333,6.460070739230001,910.0,2816.0,0.001304642666666667,4.137e-06,5.2013000000000005e-05,0.0012436926666666668
week3_uniform_k_compare.csv,uniform,10,1,astar,2,225.65770060633335,1.0707531230466711,3790.0,2591.0,0.00632263,2.4952666666666666e-05,0.00027220200000000003,0.006018982
week3_uniform_k_compare.csv,uniform,10,1,dp,2,225.65770060633335,1.0707531230466711,3790.0,2816.0,0.002379818666666667,2.4996333333333333e-05,0.000301548,0.0020477073333333333
week3_uniform_k_compare.csv,uniform,10,2,astar,2,223.12639424,0.0,9670.0,2581.6666666666665,0.011769292333333334,0.000116885,0.000753815,0.010892437999999999
week3_uniform_k_compare.csv,uniform,10,2,dp,2,223.12639424,0.0,9670.0,2816.0,0.005938293666666667,0.00010722666666666666,0.0007585713333333333,0.005068388666666666
week3_uniform_k_compare.csv,uniform,10,inf,astar,2,223.12639424,0.0,28160.0,2581.6666666666665,0.03234130633333333,0.007190479666666667,0.004439842,0.020702549
week3_uniform_k_compare.csv,uniform,10,inf,dp,2,223.12639424,0.0,28160.0,2816.0,0.019992832,0.0027911946666666666,0.007517813666666667,0.009677325666666667
week3_uniform_k_compare.csv,uniform,11,0,astar,2,253.7402276263333,3.6236006529099996,1221.0,5754.333333333333,0.008366962,0.0004868956666666667,7.070733333333335e-05,0.0078018053333333325
week3_uniform_k_compare.csv,uniform,11,0,dp,2,253.7402276263333,3.6236006529099996,1221.0,6144.0,0.002073949,6.405e-06,6.761133333333333e-05,0.0019939093333333335
week3_uniform_k_compare.csv,uniform,11,1,astar,2,248.1626326426667,1.2847303604533333,5676.0,5782.333333333333,0.019135686333333336,3.343166666666667e-05,0.00041371566666666663,0.018681478333333335
week3_uniform_k_compare.csv,uniform,11,1,dp,2,248.1626326426667,1.2847303604533333,5676.0,6144.0,0.006566462999999999,3.0760000000000004e-05,0.0004017596666666667,0.006129538666666667
week3_uniform_k_compare.csv,uniform,11,2,astar,2,244.956026945,0.0,16236.0,5724.333333333333,0.029410671000000003,0.00016137966666666666,0.001437615,0.027803462
week3_uniform_k_compare.csv,uniform,11,2,dp,2,244.956026945,0.0,16236.0,6144.0,0.018179448666666667,0.00015702133333333332,0.0012488850000000001,0.016767576333333332
week3_uniform_k_compare.csv,uniform,11,inf,astar,2,244.956026945,0.0,67584.0,5724.666666666667,0.08027541133333334,0.007039071333333333,0.012118151,0.06110947733333333
week3_uniform_k_compare.csv,uniform,11,inf,dp,2,244.956026945,0.0,67584.0,6144.0,0.06632538766666667,0.00970077,0.014792573999999998,0.04182467
week3_uniform_k_compare.csv,uniform,12,0,astar,2,254.98135883866667,4.68766493794,1596.0,12485.0,0.020116343666666665,1.4319999999999998e-05,9.452933333333332e-05,0.019999269333333333
week3_uniform_k_compare.csv,uniform,12,0,dp,2,254.98135883866667,4.68766493794,1596.0,13312.0,0.005139754666666667,1.2402e-05,8.970566666666668e-05,0.00503145
week3_uniform_k_compare.csv,uniform,12,1,astar,2,246.930347394,1.31253380284,8196.0,12367.666666666666,0.04352853833333333,4.292933333333333e-05,0.0006225023333333333,0.042853967666666666
week3_uniform_k_compare.csv,uniform,12,1,dp,2,246.930347394,1.31253380284,8196.0,13312.0,0.017717442666666666,4.633599999999999e-05,0.0005446693333333333,0.017120474666666666
week3_uniform_k_compare.csv,uniform,12,2,astar,2,243.68700878433333,0.0,26016.0,12266.666666666666,0.08468743633333335,0.00022085633333333334,0.0028458056666666666,0.081611701
week3_uniform_k_compare.csv,uniform,12,2,dp,2,243.68700878433333,0.0,26016.0,13312.0,0.04876550033333333,0.00022700366666666668,0.0028735903333333332,0.04565720066666667
week3_uniform_k_compare.csv,uniform,12,inf,astar,2,243.68700878433333,0.0,159744.0,12266.666666666666,0.31443781666666665,0.016690377666666666,0.03531654866666667,0.26242167433333335
week3_uniform_k_compare.csv,uniform,12,inf,dp,2,243.68700878433333,0.0,159744.0,13312.0,0.26297580466666665,0.019530850666666665,0.03761235166666666,0.205824259
